B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,lcc,lat,long,date
1905,968,216,518,365,967,2304,2601,2898,2912,3127,"Open forest, unknown",-1.259085,38.178677,2021-03-13
6031,4215,10480,9968,9768,10124,9656,9509,9344,9210,14823,Urban / built up,2.326888,37.992688,2021-04-05
2816,1860,1370,1756,1780,2123,2862,3133,3342,3393,3331,"Open forest, unknown",2.212047,37.979255,2021-02-24
1830,1288,305,494,639,865,1540,1773,1532,1956,2195,"Open forest, unknown",0.484113,35.761669,2021-03-15
1261,832,552,642,735,843,1241,1400,1432,1476,1356,Cultivated and managed vegetation/agriculture (cropland),-1.051295,38.101095,2021-03-21
2165,1867,949,1350,1650,1752,1812,1972,1854,1909,1992,Urban / built up,2.334673,37.989929,2020-07-05
2343,1899,1716,1758,1898,2017,2220,2403,2614,2475,2135,Urban / built up,4.203975,34.362908,2021-04-01
2336,1874,743,1019,1522,1815,2058,2206,2104,2323,2716,"Open forest, unknown",2.209422,37.884851,2021-03-01
2002,976,422,666,400,1118,3054,3528,3282,3914,3170,"Open forest, unknown",-1.432433,38.25591,2021-01-24
2619,1950,1021,1234,1550,1830,2224,2446,2354,2582,2723,Urban / built up,0.008727,37.074372,2020-10-12
3485,2879,630,904,1170,1784,2301,2581,2454,2791,2709,Urban / built up,-0.033601,40.457854,2021-01-20
1646,1154,947,1160,972,1335,2444,2800,2692,2841,2805,"Open forest, unknown",0.307689,38.198561,2021-01-14
3115,2699,1896,1992,2196,2530,2712,2913,2620,3141,3639,Cultivated and managed vegetation/agriculture (cropland),-1.534815,37.927629,2021-04-08
2125,1557,370,641,916,1302,1997,2293,2496,2446,2734,"Open forest, unknown",2.212125,37.888385,2021-02-15
3442,2985,888,1288,1550,1705,2361,2640,2414,2841,2124,"Open forest, unknown",1.770285,35.496542,2021-02-11
3058,2505,567,899,1428,1553,1862,2127,2234,2337,2268,Urban / built up,3.152493,39.250806,2021-01-13
6473,4739,9272,8952,8656,8797,8501,8460,8560,8301,10726,Cultivated and managed vegetation/agriculture (cropland),-1.366012,37.41958,2020-11-18
2822,2163,2946,2720,2462,2630,2733,2859,3072,2861,3438,"Open forest, unknown",-1.463562,38.198107,2021-03-16
3010,2309,632,850,1334,1608,1719,1882,1892,1986,2087,Cultivated and managed vegetation/agriculture (cropland),-0.595602,38.198021,2021-03-12
2556,2689,1302,1620,1974,1694,2207,2216,2458,2290,2228,"Open forest, unknown",0.513814,35.266096,2021-03-26
2522,1651,729,1002,925,1366,2576,2895,2784,3175,3073,Cultivated and managed vegetation/agriculture (cropland),-0.510404,37.747514,2021-04-26
4540,3728,1366,1988,2920,2803,2915,2972,3508,3218,3261,Urban / built up,4.11145,40.869982,2021-02-16
3340,2784,1080,1398,1716,1962,2420,2689,2674,2975,3095,Urban / built up,-1.69532,40.170231,2021-03-30
2825,2516,1068,1428,2016,2176,2234,2324,2302,2343,2494,Urban / built up,3.132139,37.430549,2021-03-05
2431,2015,841,1332,1714,1676,2631,2875,2734,2931,2990,"Open forest, unknown",1.978746,36.097414,2021-04-07
3078,2573,625,925,1296,1622,1937,2212,2298,2196,2205,Urban / built up,3.154126,39.251952,2021-03-04
3899,3757,1186,1616,2066,2471,2748,2898,2800,3058,3062,Urban / built up,2.36782,35.42241,2021-02-25
3823,2804,687,1038,1748,1957,2231,2307,2272,2486,2337,Cultivated and managed vegetation/agriculture (cropland),-0.602623,38.196131,2021-03-31
3105,2286,7972,8084,8052,7611,7635,8021,8172,8060,2722,Urban / built up,3.995084,37.272561,2021-03-09
4540,4292,1122,1470,2384,3076,3186,3418,3104,3588,2979,Urban / built up,1.74186,40.046375,2021-03-23
2611,2186,334,543,483,1305,2332,2626,2330,2717,3156,"Open forest, unknown",2.098756,36.920944,2020-06-04
3624,2921,5644,5004,4188,4268,4665,4761,5812,4820,7569,Urban / built up,0.035847,36.355325,2021-01-06
3995,3777,1262,1616,2014,2376,2514,2815,3044,3009,3157,Urban / built up,1.067773,38.667946,2021-02-09
3557,3219,923,1236,1616,2172,2276,2506,1968,2638,2871,Cultivated and managed vegetation/agriculture (cropland),3.467955,39.094093,2021-04-06
3094,2292,913,1370,1770,1972,2907,3366,3178,3587,3369,"Open forest, unknown",3.11132,35.59388,2021-03-17
2059,1401,858,1252,1340,1527,2572,3109,2956,3179,3167,Cultivated and managed vegetation/agriculture (cropland),0.115659,37.379218,2021-02-26
5169,3919,8720,8656,8432,8413,8244,8105,7916,7958,10602,Cultivated and managed vegetation/agriculture (cropland),-0.275557,35.797059,2021-03-29
2836,2184,297,641,870,1385,2607,2908,2396,3092,3016,"Open forest, unknown",2.100814,36.923549,2021-01-04
6790,6208,8632,8048,7524,8644,8461,8460,7760,8478,15054,"Open forest, unknown",-0.05172,39.01478,2020-07-07
2064,1227,271,506,393,1088,2376,2777,2766,2982,2972,Cultivated and managed vegetation/agriculture (cropland),-1.543201,37.293416,2021-02-18
3918,3456,986,1394,1964,2260,2471,2577,2702,2804,2865,Urban / built up,3.506005,38.751169,2021-03-03
4899,4105,5952,5700,5576,5963,5657,5651,5468,5444,7907,Urban / built up,3.152525,39.251182,2021-02-08
3882,3240,764,1272,2448,2657,2895,2964,2858,2908,2837,Urban / built up,3.940756,40.344843,2020-12-19
2575,1739,392,780,822,1530,2993,3452,3520,3747,3749,"Open forest, unknown",3.973822,41.629858,2021-03-16
2851,2611,991,1280,1780,1965,2079,2060,1992,2178,2121,Urban / built up,3.130215,37.427523,2020-12-23
5129,4306,1284,1776,2648,3352,3489,3661,3372,3888,4161,Urban / built up,2.003878,39.76076,2021-02-23
3282,2560,2938,2902,2764,3000,3419,3534,3598,3591,3679,"Open forest, unknown",0.304768,35.803354,2021-02-23
5635,5390,6408,5948,5540,6326,6375,6367,6424,6319,15788,Urban / built up,0.35797,37.583499,2021-01-29
6729,5151,9848,9280,8768,9465,9112,8904,8944,8757,16243,"Open forest, unknown",-3.891035,39.72941,2021-01-29
3244,2465,670,1114,1604,1705,2483,2815,2762,2986,2991,Cultivated and managed vegetation/agriculture (cropland),-1.234002,38.080482,2021-02-17
2078,1359,343,619,786,1248,2122,2348,2164,2526,2506,Cultivated and managed vegetation/agriculture (cropland),-0.364767,37.870662,2021-02-01
1959,993,300,662,473,1193,3051,3599,3686,4110,3762,"Open forest, unknown",2.216792,37.976263,2021-02-02
1966,1455,816,1108,1404,1315,2367,2616,2352,2773,2284,Cultivated and managed vegetation/agriculture (cropland),0.226699,37.778877,2021-03-23
2940,2221,1178,1510,1534,2207,3035,3368,3372,3514,4603,"Open forest, unknown",-0.438083,39.606577,2020-10-06
640,432,250,296,321,381,485,552,555,605,517,Cultivated and managed vegetation/agriculture (cropland),-0.629455,38.150987,2021-04-01
1419,1183,744,785,811,960,1139,1267,1248,1381,1827,Cultivated and managed vegetation/agriculture (cropland),-1.503097,37.946508,2021-04-15
5935,5124,6756,6732,6368,6904,6784,6638,6732,6525,15680,"Open forest, unknown",0.294204,37.327837,2021-01-27
2491,1584,299,612,521,1114,2152,2443,2698,2719,2981,"Open forest, unknown",0.244087,36.323904,2021-02-12
2690,1882,546,959,1124,1528,2945,3411,3407,3563,3273,Cultivated and managed vegetation/agriculture (cropland),-0.505783,37.756966,2021-01-13
3080,2724,1654,1964,2266,2629,2606,2860,2252,3010,3112,Urban / built up,0.962844,38.536619,2021-02-04
3152,2966,982,1416,1980,1994,2365,2638,2630,2749,2723,"Open forest, unknown",1.986307,36.0699,2021-03-30
5846,3943,12040,11080,10504,11016,10251,9947,9640,9685,15122,Urban / built up,-0.724536,39.018163,2021-01-17
2227,1341,493,717,579,1219,2615,3173,3162,3588,3317,"Open forest, unknown",1.753585,37.324625,2021-01-27
3871,2994,648,977,1462,1858,2279,2500,2574,2828,2706,"Open forest, unknown",0.779352,36.402107,2021-03-02
2494,1863,468,689,835,1105,1865,2131,2232,2454,2364,Cultivated and managed vegetation/agriculture (cropland),-0.814249,38.30594,2021-03-30
3339,2703,2390,2434,2374,2710,3187,3365,3470,3521,3472,Cultivated and managed vegetation/agriculture (cropland),-1.189591,37.459911,2021-03-03
2368,2218,996,1232,1410,1509,1597,1613,1710,1780,1788,Urban / built up,0.048628,35.724791,2021-04-03
3401,2991,650,1012,1274,1858,2361,2666,2688,2768,2638,"Open forest, unknown",2.078974,35.425916,2021-01-31
2808,2654,772,1154,1344,1698,2300,2525,2586,2666,2568,"Open forest, unknown",1.975746,36.073541,2021-04-02
5439,3979,9368,9696,9936,9712,9924,10169,10272,10179,5238,"Open forest, unknown",-3.45037,38.560119,2021-01-24
1991,1367,1182,1260,1272,1393,1363,1361,1918,1391,2947,Cultivated and managed vegetation/agriculture (cropland),2.362071,38.013023,2020-10-29
2997,2600,584,901,1294,1651,1967,2271,2266,2257,2508,Cultivated and managed vegetation/agriculture (cropland),-0.972751,37.996502,2021-03-14
3471,2534,772,1158,1566,1902,2441,2753,3062,3076,3197,"Open forest, unknown",3.609668,38.547432,2021-01-14
4614,4072,510,905,1876,2301,2505,2616,2452,2713,2786,Cultivated and managed vegetation/agriculture (cropland),3.479518,39.11794,2021-01-18
2408,1975,1324,1448,1598,1914,2260,2437,2376,2557,4059,"Open forest, unknown",4.206866,34.346243,2021-03-04
3230,3313,1616,1800,2266,2144,2267,2214,2510,2403,2024,Urban / built up,-1.267415,37.321154,2021-04-14
2257,1799,1228,1400,1492,1788,2191,2328,2386,2437,2986,"Open forest, unknown",0.165216,35.837769,2021-03-09
3192,3083,1128,1446,1924,2066,2340,2414,2540,2695,2694,"Open forest, unknown",2.115008,36.153067,2021-03-10
3601,2676,1122,1622,2380,2435,2909,3282,3710,3651,3610,"Open forest, unknown",3.972361,41.627761,2021-03-16
3682,3068,760,1078,1526,1922,2184,2348,2300,2581,2521,"Open forest, unknown",0.476633,35.73864,2021-03-27
3645,2861,663,981,1734,2003,2230,2485,2546,2698,2322,"Open forest, unknown",-1.556852,38.303318,2021-03-27
2367,3463,14664,13528,12296,13364,12128,11509,12096,11086,16049,"Open forest, unknown",3.469364,39.144135,2021-04-04
2384,2042,485,658,939,1154,1251,1410,1482,1630,1603,"Open forest, unknown",0.451854,35.946696,2021-02-19
1688,1468,561,689,876,1155,1350,1472,1228,1623,1284,Urban / built up,-0.297506,36.133321,2021-04-07
3213,2851,2354,2350,2508,3531,3826,4201,2686,4269,5674,Cultivated and managed vegetation/agriculture (cropland),-0.799975,38.332108,2021-01-27
4355,4088,2190,1914,2890,3303,3496,3643,3196,3764,7654,Cultivated and managed vegetation/agriculture (cropland),-0.101795,38.159723,2021-02-27
3482,2347,980,1176,1304,1761,2696,3145,3234,3413,3722,Cultivated and managed vegetation/agriculture (cropland),-1.470842,38.069481,2021-04-07
3721,3213,1172,1488,1898,2484,2727,2987,3094,3005,3752,Urban / built up,2.491205,39.567602,2021-03-03
3496,2797,619,1048,1256,1656,2409,2745,2895,2926,2730,Cultivated and managed vegetation/agriculture (cropland),-1.482882,37.548351,2021-02-16
2166,1357,256,502,504,1062,1894,2132,2238,2415,2329,"Open forest, unknown",0.761915,36.436441,2021-03-26
2645,2255,813,1296,1618,1929,2630,2845,2812,3024,2932,Urban / built up,3.111851,35.615186,2021-01-20
2857,2095,502,680,968,1502,1967,2358,2062,2602,2819,"Open forest, unknown",-3.042246,40.088506,2021-03-13
2927,2016,521,769,1144,1798,2705,3071,3284,3226,2752,Cultivated and managed vegetation/agriculture (cropland),-1.326219,37.390262,2021-03-03
3090,2690,1904,2236,2350,2711,2985,3094,3174,3184,3981,"Open forest, unknown",1.977068,36.067081,2021-03-06
2969,2281,466,763,1230,1523,1783,1951,1905,2143,2235,Cultivated and managed vegetation/agriculture (cropland),-0.622561,38.064501,2021-03-12
3283,2642,725,1048,1308,1638,2441,2802,2644,3036,3129,"Open forest, unknown",2.154472,36.985052,2020-12-09
1988,1395,450,709,887,1089,1961,2257,2458,2518,2562,Urban / built up,2.328992,37.983745,2021-03-29
2899,2473,992,1388,1908,1805,2526,2868,2790,3005,2612,"Open forest, unknown",1.976785,36.065638,2021-03-31
3062,1934,825,1174,1128,1767,3031,3403,3222,3629,3138,Cultivated and managed vegetation/agriculture (cropland),-1.190108,37.38369,2021-02-03
1258,968,467,547,541,710,949,1139,1068,1181,1298,Urban / built up,-0.031706,40.457164,2020-06-18
2359,1548,390,758,728,1383,2610,2820,2810,3140,2948,"Open forest, unknown",3.938324,41.181041,2021-02-10
3794,3231,1464,1838,2408,2793,2915,3033,2728,3083,2982,Urban / built up,1.999253,39.750277,2021-02-10
718,504,298,378,410,571,923,1031,1015,1061,2026,"Open forest, unknown",2.324238,37.995409,2021-03-23
3778,3291,2344,2544,2712,3179,3528,3777,3548,3822,3777,Urban / built up,-0.457493,39.642089,2021-03-23
5224,4952,6148,5812,5596,5980,6192,6310,6124,6234,12452,Cultivated and managed vegetation/agriculture (cropland),-0.37334,37.6257,2021-02-28
973,558,548,578,567,700,1064,1215,1221,1357,870,Cultivated and managed vegetation/agriculture (cropland),-0.710472,38.0051,2021-02-10
4704,3785,5908,5480,5044,5329,5441,5446,5916,5294,9847,Cultivated and managed vegetation/agriculture (cropland),-0.367895,37.614908,2021-02-24
3710,3164,1348,1930,2464,2623,3003,3261,3130,3324,3088,Urban / built up,3.359205,39.41953,2021-03-13
4142,3434,3000,3216,3304,3802,4319,4376,4037,4463,6941,Urban / built up,-0.22692,37.646306,2021-03-24
3438,2987,1388,1846,2270,2785,3012,3134,3184,3299,3155,Urban / built up,-0.448759,39.6433,2021-01-21
3786,3636,742,1066,1895,2274,2366,2502,2790,2718,2604,Urban / built up,1.757063,40.045158,2021-02-05
2905,2732,2306,2562,2792,2875,2969,3063,3072,3129,3323,Urban / built up,3.108371,35.606909,2021-03-04
2629,1623,723,1048,1044,1551,3429,3923,3328,4365,4025,"Open forest, unknown",-0.381062,39.617927,2021-01-21
3156,2658,1428,1748,2126,2484,2568,2551,2330,2682,3103,Urban / built up,1.015493,39.489923,2021-03-02
3749,3410,3638,3394,3018,3465,3953,4177,4164,4246,9751,Cultivated and managed vegetation/agriculture (cropland),-0.439608,37.733248,2021-02-25
3820,2926,9232,8544,7960,8654,8236,7930,7968,7661,15991,Urban / built up,3.506116,38.751152,2021-04-17
3510,2921,998,1318,1566,2381,2712,2952,2924,3009,2940,Urban / built up,1.747402,40.048355,2021-02-08
3341,3272,1948,2482,2720,2730,2768,2777,2894,2800,2699,Urban / built up,3.118034,35.597191,2021-03-16
4031,3724,1036,1370,1794,2247,2322,2535,2230,2635,2673,Urban / built up,3.506042,38.75126,2021-03-11
2376,1821,383,677,1196,1478,1924,2110,2082,2175,2075,"Open forest, unknown",0.294463,35.866958,2021-03-17
1776,1282,295,502,578,1076,1830,2170,1978,2255,2320,Urban / built up,0.138214,37.881219,2021-02-17
2157,1680,709,904,978,1651,1939,2155,1534,2254,2179,Urban / built up,-3.172391,40.11311,2021-01-08
2423,1620,338,590,787,1168,1632,1865,1940,2186,2513,"Open forest, unknown",2.344043,38.010407,2021-02-18
3695,3088,669,1074,1642,1976,2231,2460,2574,2722,2644,"Open forest, unknown",1.180129,36.810998,2021-02-28
1180,665,178,394,379,704,1533,1850,1924,2011,1914,Cultivated and managed vegetation/agriculture (cropland),0.058452,37.148049,2021-01-28
2829,2005,569,838,1180,1312,1723,1963,2054,2278,2397,"Open forest, unknown",-1.431017,38.256401,2021-03-15
4194,3846,1306,1900,2780,2854,3149,3276,3216,3270,3128,Cultivated and managed vegetation/agriculture (cropland),-0.842927,38.244001,2021-04-02
4484,3861,1250,1690,2578,2964,3212,3315,3342,3465,3176,Urban / built up,1.744849,40.041294,2021-03-09
2926,2149,1708,1866,1838,2303,3115,3313,3252,3552,5478,Cultivated and managed vegetation/agriculture (cropland),-0.455539,37.744075,2021-04-21
5100,4809,3968,3972,3964,4403,4527,4708,4872,4619,6151,Urban / built up,-0.475484,39.657461,2021-03-27
2354,1977,813,1086,1278,1672,2179,2370,2526,2481,2522,Urban / built up,0.007374,37.076533,2021-01-19
3373,2375,922,1386,1696,1807,2551,2945,3134,3303,3086,"Open forest, unknown",-2.159359,40.89416,2021-01-11
2799,2251,2134,2268,2232,2490,3180,3448,3342,3658,4428,"Open forest, unknown",-2.902366,40.046934,2021-01-16
3052,2657,1296,1760,2194,1952,2490,2774,2670,2845,2962,Urban / built up,3.113682,35.594211,2021-03-20
3073,2240,560,871,1050,1500,2108,2318,2448,2601,2583,"Open forest, unknown",3.495618,39.03114,2021-01-28
4305,2860,7020,6676,6284,6115,5685,5525,6624,5354,11113,Cultivated and managed vegetation/agriculture (cropland),3.472066,39.303052,2021-03-16
3756,2632,670,1082,1050,1947,3403,4083,4500,4482,3824,"Open forest, unknown",1.775181,40.02788,2021-03-26
1743,1231,373,675,1036,1219,1995,2248,2060,2359,2421,Cultivated and managed vegetation/agriculture (cropland),0.347781,37.916405,2021-02-17
1841,1584,767,1010,1126,1251,1583,1810,2370,2060,2186,Urban / built up,0.002991,37.089785,2020-12-29
2065,1467,683,986,971,1268,2159,2505,2126,2661,3540,Cultivated and managed vegetation/agriculture (cropland),-0.387667,37.501677,2021-02-10
4976,3840,6080,5888,5716,6125,6144,6094,5840,6129,9823,Urban / built up,0.012495,37.075291,2021-04-22
2609,2159,1496,1542,1792,1964,2274,2435,2750,2690,2829,Urban / built up,4.204849,34.365759,2021-02-09
2592,1636,490,695,881,1372,2254,2658,2908,3024,3185,"Open forest, unknown",0.032331,37.154572,2021-02-08
4831,4344,4924,4740,4716,5301,5552,5663,5128,5661,10034,Cultivated and managed vegetation/agriculture (cropland),0.055345,37.173137,2021-01-29
3631,3295,990,1538,2110,2159,2467,2649,2666,2850,3040,Urban / built up,3.362748,39.415573,2021-03-23
3775,3328,1760,1986,2252,2767,2982,3162,3052,3340,3256,Urban / built up,1.741873,40.058848,2021-03-04
2381,2114,1170,1536,2006,2178,2203,2242,2138,2189,2246,Urban / built up,3.994796,37.272429,2021-03-21
2693,1641,428,716,647,1284,2651,3077,3210,3372,3261,Cultivated and managed vegetation/agriculture (cropland),-1.314487,37.410965,2021-02-02
3120,2703,5604,5480,5132,5452,5668,5763,5580,5717,10614,Cultivated and managed vegetation/agriculture (cropland),-1.528089,37.277311,2021-02-08
3309,2663,317,630,921,1431,1877,2056,2652,2492,2469,"Open forest, unknown",3.46771,39.30693,2021-01-21
2447,2071,1544,1760,1676,1821,2393,2507,2490,2695,3946,Urban / built up,-1.368366,38.003276,2021-01-22
2323,1924,763,1320,1580,1777,2477,2596,2864,2703,2674,"Open forest, unknown",1.969267,36.094142,2021-03-17
3726,2995,418,778,924,1904,2787,3037,3226,3243,3148,Cultivated and managed vegetation/agriculture (cropland),3.509124,38.978109,2021-03-23
2676,1896,688,879,1180,1457,1654,1871,2042,2145,2188,"Open forest, unknown",3.448592,39.10887,2021-03-04
2296,1845,1952,2054,2018,2340,2928,3106,3218,3243,4739,Urban / built up,0.355965,37.575125,2021-01-01
3599,2935,561,916,1282,1539,2111,2350,2540,2578,2657,"Open forest, unknown",3.469252,39.311102,2021-03-05
2813,2317,604,823,985,1392,2168,2480,2568,2718,2828,"Open forest, unknown",-3.819584,39.806191,2021-03-15
3373,3272,1356,1810,2314,2518,2663,2791,2624,2801,2885,Urban / built up,3.100333,35.606072,2021-03-29
1476,1902,9176,8352,7780,8469,7724,7263,7564,6994,15796,Urban / built up,4.369181,35.549816,2021-01-17
2630,2119,1012,1266,1212,1854,2897,3354,3666,3557,4062,"Open forest, unknown",3.120885,35.61957,2021-04-09
4804,4052,1166,1776,2652,3172,3413,3579,3484,3670,2477,Cultivated and managed vegetation/agriculture (cropland),-0.889655,38.077671,2021-04-02
3394,2489,858,1232,1622,1974,2741,3116,3196,3355,3206,Cultivated and managed vegetation/agriculture (cropland),0.102871,37.213633,2021-01-26
5665,3982,10896,10592,10048,10408,9938,9818,9368,9559,13501,Cultivated and managed vegetation/agriculture (cropland),-1.509479,38.071963,2021-02-05
2763,1648,716,959,904,1422,2773,3276,3342,3696,3587,Cultivated and managed vegetation/agriculture (cropland),-1.422852,38.086685,2021-04-04
1775,1253,579,785,923,987,1816,1992,1902,2273,2238,Urban / built up,0.036502,36.364017,2021-01-15
2603,2383,782,1142,1418,1892,2511,2728,2864,2768,2765,"Open forest, unknown",1.954303,36.041427,2021-03-12
3709,2722,3042,3198,3200,3561,4064,4340,4188,4576,3885,"Open forest, unknown",-3.513075,39.84495,2021-02-07
3160,2335,550,883,1278,1843,2534,2802,3042,3265,3286,"Open forest, unknown",3.94132,41.183288,2021-02-28
1214,880,700,822,875,944,1186,1293,1178,1295,1377,"Open forest, unknown",2.899541,35.281056,2020-07-02
4187,3725,473,797,1496,1835,2000,2173,2158,2284,2278,Cultivated and managed vegetation/agriculture (cropland),3.47261,39.3042,2021-02-01
2341,2084,1092,1474,1854,2153,2223,2279,2208,2321,2473,Urban / built up,3.995381,37.272612,2021-02-17
6919,5543,9520,9056,8672,9079,8979,8859,8728,8824,10485,"Open forest, unknown",-1.418928,38.113691,2021-02-11
1150,678,447,549,560,751,1308,1497,1350,1631,1797,Cultivated and managed vegetation/agriculture (cropland),-0.291461,37.770903,2021-02-10
2100,1715,744,1196,1494,1510,2783,3063,3088,3304,3117,"Open forest, unknown",2.117632,36.154029,2021-03-13
2078,2177,3904,3736,3522,3946,3917,3827,3958,3772,14243,"Open forest, unknown",1.978236,36.062321,2021-04-09
2171,1643,2024,1958,1578,2020,2865,3168,3536,3249,3859,Cultivated and managed vegetation/agriculture (cropland),-2.063906,38.18403,2021-01-01
3622,2250,10624,9712,8920,8962,8329,8393,8648,8012,10510,Cultivated and managed vegetation/agriculture (cropland),-1.237061,38.062131,2021-02-06
5353,5214,5960,5976,5776,6332,6524,6652,6208,6580,15450,Cultivated and managed vegetation/agriculture (cropland),0.229188,37.841175,2021-01-27
3773,3345,3060,3162,3086,3472,3753,3778,3670,3872,5874,"Open forest, unknown",0.766275,36.427503,2021-02-26
2926,1948,476,748,894,1429,1968,2235,2376,2499,2568,"Open forest, unknown",0.757207,36.440481,2021-01-06
4770,3887,5552,5176,4872,5291,5363,5295,5352,5272,7188,Cultivated and managed vegetation/agriculture (cropland),-1.368217,37.697426,2021-04-23
3784,2866,679,1008,1252,1720,2177,2431,2618,2793,2836,Cultivated and managed vegetation/agriculture (cropland),-1.308003,37.449385,2021-02-16
2530,2104,929,1100,1174,1444,2250,2586,2920,2677,2773,Cultivated and managed vegetation/agriculture (cropland),-0.182432,36.127406,2021-04-09
4181,3697,6128,5360,4712,5183,4893,4734,5292,4593,7345,Urban / built up,-1.368326,38.00339,2020-09-30
3957,2890,1082,1528,1822,2155,3010,3361,3532,3736,3512,Cultivated and managed vegetation/agriculture (cropland),-0.719132,37.661047,2021-03-31
3275,2414,1278,1510,1686,2151,2632,2884,2830,3108,3094,Cultivated and managed vegetation/agriculture (cropland),-0.707867,37.794761,2021-03-24
1967,1512,323,554,550,1094,1990,2331,2492,2532,2469,Urban / built up,4.20463,34.359054,2021-01-21
2999,2588,832,1120,1348,1799,2391,2538,2358,2762,3013,Urban / built up,3.357492,39.419983,2021-02-17
4699,4245,5824,5372,4804,5153,5384,5553,5956,5567,7829,Cultivated and managed vegetation/agriculture (cropland),-1.294471,37.347456,2021-02-27
2256,1679,1976,2172,2154,2236,3347,3569,3430,3766,2828,"Open forest, unknown",-1.206465,38.181147,2021-01-22
2238,1698,795,1118,1236,1446,2390,2560,2400,2742,2436,Urban / built up,4.205398,34.358547,2021-03-20
2446,2050,610,910,1088,1454,2055,2269,2256,2482,2528,"Open forest, unknown",1.976238,36.065777,2021-03-23
2572,2490,803,1188,1656,2102,2304,2396,2430,2364,1996,Urban / built up,3.111024,35.617883,2021-02-27
5487,4732,7008,6792,6596,6992,7094,7021,6976,7004,8427,Cultivated and managed vegetation/agriculture (cropland),-0.107822,37.670637,2021-02-01
4218,4119,1758,2222,2698,2951,2923,3090,2866,3209,3046,Urban / built up,0.962773,38.536279,2021-02-25
6355,5543,8200,7940,7660,8018,7709,7552,7500,7475,11404,Cultivated and managed vegetation/agriculture (cropland),-0.682123,38.398866,2021-01-24
4434,3961,3864,3670,3620,3946,4069,4049,4428,4054,8114,Cultivated and managed vegetation/agriculture (cropland),0.093572,37.172155,2021-02-25
2655,1656,412,688,580,1283,2604,3041,3410,3253,3270,Cultivated and managed vegetation/agriculture (cropland),-1.229276,38.055341,2021-01-22
3235,2901,539,912,1016,1671,2354,2674,3152,2912,2797,Cultivated and managed vegetation/agriculture (cropland),-0.797591,36.213595,2021-04-06
4297,3449,4748,4576,4484,4872,5087,5111,4892,5179,7586,Urban / built up,0.013824,37.082275,2021-04-21
2878,2409,3892,3458,3426,3415,3861,4211,4120,4404,1766,"Open forest, unknown",-1.21332,38.190659,2021-03-07
2965,2021,686,988,1206,1592,2379,2618,2778,2900,2837,Cultivated and managed vegetation/agriculture (cropland),0.244046,36.414243,2021-01-18
3209,2648,5592,5268,4984,5111,5084,5148,5112,5118,6920,Cultivated and managed vegetation/agriculture (cropland),0.187176,37.463745,2021-03-08
2791,2587,1422,1652,2004,2182,2121,2189,2100,2298,3110,Urban / built up,3.612127,37.348583,2021-01-02
4496,3696,5132,4936,4776,5073,5132,5155,5260,5242,8765,Urban / built up,-0.598129,36.131406,2021-04-06
6758,5694,10320,9896,9296,9891,9411,9225,9024,9025,16268,Cultivated and managed vegetation/agriculture (cropland),-3.142085,40.12719,2021-01-19
4151,3535,873,1306,1780,2152,2423,2663,2714,2954,2926,"Open forest, unknown",-3.76133,39.647546,2021-03-22
1994,1288,383,647,608,1144,2235,2642,2918,2825,2637,Urban / built up,2.326957,37.991685,2021-04-19
3225,2898,958,1322,1786,2298,2364,2476,2390,2561,2476,Urban / built up,3.130159,37.427286,2021-02-23
1756,1047,355,611,597,953,2094,2665,2498,2784,2766,Cultivated and managed vegetation/agriculture (cropland),-0.252175,37.63208,2021-03-12
3195,2905,1250,1550,2132,2621,2965,3009,2708,3023,2914,Urban / built up,0.035929,36.354737,2021-02-06
3705,3200,1021,1372,2025,2183,2505,2627,2622,2736,2770,Urban / built up,1.744666,40.048499,2020-12-24
6000,5544,6132,6192,6188,6724,6986,7040,6836,7036,7960,Cultivated and managed vegetation/agriculture (cropland),-0.27617,37.762598,2021-02-12
3647,3407,3024,3168,3074,3317,3984,4243,4148,4306,6685,Urban / built up,-1.171042,36.831588,2021-02-27
3311,3048,1452,1840,2074,2343,2650,2653,2632,2815,2686,Urban / built up,0.038151,36.381474,2021-03-30
5659,5104,6424,6152,5972,6306,6249,6189,6032,6262,7348,Urban / built up,-0.45334,39.642827,2021-02-26
3464,2651,604,1000,1624,1667,1854,2054,2224,2348,2315,"Open forest, unknown",3.423739,39.294085,2021-02-01
3707,3438,650,1048,1750,2131,2427,2559,2490,2692,2583,Urban / built up,1.750118,40.043259,2021-02-02
4293,3760,834,1174,1772,2729,2996,3222,2790,3428,3334,"Open forest, unknown",3.935645,41.280353,2021-03-25
2309,1380,414,692,680,1080,1935,2197,2388,2489,2457,"Open forest, unknown",-1.295822,38.192403,2021-02-16
946,606,201,377,372,642,1281,1466,1542,1546,1833,Urban / built up,2.335607,37.984561,2021-02-02
4348,3551,1202,1670,2352,2621,2757,2848,3172,3191,2977,Urban / built up,3.50528,38.750836,2021-03-02
1800,1352,399,666,733,1123,1756,1977,2115,2154,2313,Cultivated and managed vegetation/agriculture (cropland),-0.690799,37.362924,2021-02-12
2575,1741,601,952,1140,1549,2309,2621,2746,2847,2772,Cultivated and managed vegetation/agriculture (cropland),0.418132,35.786817,2021-04-14
4106,3504,2746,3052,3228,3625,4211,4549,4196,4698,7003,"Open forest, unknown",2.10661,36.922716,2020-06-22
